Date,Open,High,Low,Close,Adj Close**,Volume
24-Dec-19,"3,225.45","3,226.43","3,220.51","3,223.38","3,223.38","1,296,540,000"
26-Dec-19,"3,227.20","3,240.08","3,227.20","3,239.91","3,239.91","2,160,680,000"
27-Dec-19,"3,247.23","3,247.93","3,234.37","3,240.02","3,240.02","2,428,670,000"
30-Dec-19,"3,240.09","3,240.92","3,216.57","3,221.29","3,221.29","3,013,290,000"
31-Dec-19,"3,215.18","3,231.72","3,212.03","3,230.78","3,230.78","2,893,810,000"
2-Jan-20,"3,244.67","3,258.14","3,235.53","3,257.85","3,257.85","3,458,250,000"
3-Jan-20,"3,226.36","3,246.15","3,222.34","3,234.85","3,234.85","3,461,290,000"
6-Jan-20,"3,217.55","3,246.84","3,214.64","3,246.28","3,246.28","3,674,070,000"
7-Jan-20,"3,241.86","3,244.91","3,232.43","3,237.18","3,237.18","3,420,380,000"
8-Jan-20,"3,238.59","3,267.07","3,236.67","3,253.05","3,253.05","3,720,890,000"
9-Jan-20,"3,266.03","3,275.58","3,263.67","3,274.70","3,274.70","3,638,390,000"
10-Jan-20,"3,281.81","3,282.99","3,260.86","3,265.35","3,265.35","3,212,970,000"
13-Jan-20,"3,271.13","3,288.13","3,268.43","3,288.13","3,288.13","3,456,380,000"
14-Jan-20,"3,285.35","3,294.25","3,277.19","3,283.15","3,283.15","3,665,130,000"
15-Jan-20,"3,282.27","3,298.66","3,280.69","3,289.29","3,289.29","3,716,840,000"
16-Jan-20,"3,302.97","3,317.11","3,302.82","3,316.81","3,316.81","3,535,080,000"
17-Jan-20,"3,323.66","3,329.88","3,318.86","3,329.62","3,329.62","3,698,170,000"
21-Jan-20,"3,321.03","3,329.79","3,316.61","3,320.79","3,320.79","4,105,340,000"
22-Jan-20,"3,330.02","3,337.77","3,320.04","3,321.75","3,321.75","3,619,850,000"
23-Jan-20,"3,315.77","3,326.88","3,301.87","3,325.54","3,325.54","3,764,860,000"
24-Jan-20,"3,333.10","3,333.18","3,281.53","3,295.47","3,295.47","3,707,130,000"
27-Jan-20,"3,247.16","3,258.85","3,234.50","3,243.63","3,243.63","3,823,100,000"
28-Jan-20,"3,255.35","3,285.78","3,253.22","3,276.24","3,276.24","3,526,720,000"
29-Jan-20,"3,289.46","3,293.47","3,271.89","3,273.40","3,273.40","3,584,500,000"
30-Jan-20,"3,256.45","3,285.91","3,242.80","3,283.66","3,283.66","3,787,250,000"
31-Jan-20,"3,282.33","3,282.33","3,214.68","3,225.52","3,225.52","4,527,830,000"
3-Feb-20,"3,235.66","3,268.44","3,235.66","3,248.92","3,248.92","3,757,910,000"
4-Feb-20,"3,280.61","3,306.92","3,280.61","3,297.59","3,297.59","3,995,320,000"
5-Feb-20,"3,324.91","3,337.58","3,313.75","3,334.69","3,334.69","4,117,730,000"
6-Feb-20,"3,344.92","3,347.96","3,334.39","3,345.78","3,345.78","3,868,370,000"
7-Feb-20,"3,335.54","3,341.42","3,322.12","3,327.71","3,327.71","3,730,650,000"
10-Feb-20,"3,318.28","3,352.26","3,317.77","3,352.09","3,352.09","3,450,350,000"
11-Feb-20,"3,365.87","3,375.63","3,352.72","3,357.75","3,357.75","3,760,550,000"
12-Feb-20,"3,370.50","3,381.47","3,369.72","3,379.45","3,379.45","3,926,380,000"
13-Feb-20,"3,365.90","3,385.09","3,360.52","3,373.94","3,373.94","3,498,240,000"
14-Feb-20,"3,378.08","3,380.69","3,366.15","3,380.16","3,380.16","3,398,040,000"
18-Feb-20,"3,369.04","3,375.01","3,355.61","3,370.29","3,370.29","3,746,720,000"
19-Feb-20,"3,380.39","3,393.52","3,378.83","3,386.15","3,386.15","3,600,150,000"
20-Feb-20,"3,380.45","3,389.15","3,341.02","3,373.23","3,373.23","4,007,320,000"
21-Feb-20,"3,360.50","3,360.76","3,328.45","3,337.75","3,337.75","3,899,270,000"
24-Feb-20,"3,257.61","3,259.81","3,214.65","3,225.89","3,225.89","4,842,960,000"
25-Feb-20,"3,238.94","3,246.99","3,118.77","3,128.21","3,128.21","5,591,510,000"
26-Feb-20,"3,139.90","3,182.51","3,108.99","3,116.39","3,116.39","5,478,110,000"
27-Feb-20,"3,062.54","3,097.07","2,977.39","2,978.76","2,978.76","7,058,840,000"
28-Feb-20,"2,916.90","2,959.72","2,855.84","2,954.22","2,954.22","8,563,850,000"
2-Mar-20,"2,974.28","3,090.96","2,945.19","3,090.23","3,090.23","6,376,400,000"
3-Mar-20,"3,096.46","3,136.72","2,976.63","3,003.37","3,003.37","6,355,940,000"
4-Mar-20,"3,045.75","3,130.97","3,034.38","3,130.12","3,130.12","5,035,480,000"
5-Mar-20,"3,075.70","3,083.04","2,999.83","3,023.94","3,023.94","5,575,550,000"
6-Mar-20,"2,954.20","2,985.93","2,901.54","2,972.37","2,972.37","6,552,140,000"
9-Mar-20,"2,863.89","2,863.89","2,734.43","2,746.56","2,746.56","8,423,050,000"
10-Mar-20,"2,813.48","2,882.59","2,734.00","2,882.23","2,882.23","7,635,960,000"
11-Mar-20,"2,825.60","2,825.60","2,707.22","2,741.38","2,741.38","7,374,110,000"
12-Mar-20,"2,630.86","2,660.95","2,478.86","2,480.64","2,480.64","8,829,380,000"
13-Mar-20,"2,569.99","2,711.33","2,492.37","2,711.02","2,711.02","8,258,670,000"
16-Mar-20,"2,508.59","2,562.98","2,380.94","2,386.13","2,386.13","7,781,540,000"
17-Mar-20,"2,425.66","2,553.93","2,367.04","2,529.19","2,529.19","8,358,500,000"
18-Mar-20,"2,436.50","2,453.57","2,280.52","2,398.10","2,398.10","8,755,780,000"
19-Mar-20,"2,393.48","2,466.97","2,319.78","2,409.39","2,409.39","7,946,710,000"
20-Mar-20,"2,431.94","2,453.01","2,295.56","2,304.92","2,304.92","9,044,690,000"
23-Mar-20,"2,290.71","2,300.73","2,191.86","2,237.40","2,237.40","7,402,180,000"
24-Mar-20,"2,344.44","2,449.71","2,344.44","2,447.33","2,447.33","7,547,350,000"
25-Mar-20,"2,457.77","2,571.42","2,407.53","2,475.56","2,475.56","8,285,670,000"
26-Mar-20,"2,501.29","2,637.01","2,500.72","2,630.07","2,630.07","7,753,160,000"
27-Mar-20,"2,555.87","2,615.91","2,520.02","2,541.47","2,541.47","6,194,330,000"
30-Mar-20,"2,558.98","2,631.80","2,545.28","2,626.65","2,626.65","5,746,220,000"
31-Mar-20,"2,614.69","2,641.39","2,571.15","2,584.59","2,584.59","6,568,290,000"
1-Apr-20,"2,498.08","2,522.75","2,447.49","2,470.50","2,470.50","5,947,900,000"
2-Apr-20,"2,458.54","2,533.22","2,455.79","2,526.90","2,526.90","6,454,990,000"
3-Apr-20,"2,514.92","2,538.18","2,459.96","2,488.65","2,488.65","6,087,190,000"
6-Apr-20,"2,578.28","2,676.85","2,574.57","2,663.68","2,663.68","6,391,860,000"
7-Apr-20,"2,738.65","2,756.89","2,657.67","2,659.41","2,659.41","7,040,720,000"
8-Apr-20,"2,685.00","2,760.75","2,663.30","2,749.98","2,749.98","5,856,370,000"
9-Apr-20,"2,776.99","2,818.57","2,762.36","2,789.82","2,789.82","7,880,140,000"
13-Apr-20,"2,782.46","2,782.46","2,721.17","2,761.63","2,761.63","5,274,310,000"
14-Apr-20,"2,805.10","2,851.85","2,805.10","2,846.06","2,846.06","5,567,400,000"
15-Apr-20,"2,795.64","2,801.88","2,761.54","2,783.36","2,783.36","5,203,390,000"
16-Apr-20,"2,799.34","2,806.51","2,764.32","2,799.55","2,799.55","5,179,990,000"
17-Apr-20,"2,842.43","2,879.22","2,830.88","2,874.56","2,874.56","5,792,140,000"
20-Apr-20,"2,845.62","2,868.98","2,820.43","2,823.16","2,823.16","5,220,160,000"
21-Apr-20,"2,784.81","2,785.54","2,727.10","2,736.56","2,736.56","5,075,830,000"
22-Apr-20,"2,787.89","2,815.10","2,775.95","2,799.31","2,799.31","5,049,660,000"
23-Apr-20,"2,810.42","2,844.90","2,794.26","2,797.80","2,797.80","5,756,520,000"
24-Apr-20,"2,812.64","2,842.71","2,791.76","2,836.74","2,836.74","5,374,480,000"
27-Apr-20,"2,854.65","2,887.72","2,852.89","2,878.48","2,878.48","5,194,260,000"
28-Apr-20,"2,909.96","2,921.15","2,860.71","2,863.39","2,863.39","5,672,880,000"
29-Apr-20,"2,918.46","2,954.86","2,912.16","2,939.51","2,939.51","6,620,140,000"
30-Apr-20,"2,930.91","2,930.91","2,892.47","2,912.43","2,912.43","6,523,120,000"
1-May-20,"2,869.09","2,869.09","2,821.61","2,830.71","2,830.71","4,753,160,000"
4-May-20,"2,815.01","2,844.24","2,797.85","2,842.74","2,842.74","4,723,140,000"
5-May-20,"2,868.88","2,898.23","2,863.55","2,868.44","2,868.44","5,129,590,000"
6-May-20,"2,883.14","2,891.11","2,847.65","2,848.42","2,848.42","4,861,920,000"
7-May-20,"2,878.26","2,901.92","2,876.48","2,881.19","2,881.19","5,164,640,000"
8-May-20,"2,908.83","2,932.16","2,902.88","2,929.80","2,929.80","4,857,160,000"
11-May-20,"2,915.46","2,944.25","2,903.44","2,930.19","2,930.19","4,807,320,000"
12-May-20,"2,939.50","2,945.82","2,869.59","2,870.12","2,870.12","5,107,710,000"
13-May-20,"2,865.86","2,874.14","2,793.15","2,820.00","2,820.00","6,143,130,000"
14-May-20,"2,794.54","2,852.80","2,766.64","2,852.50","2,852.50","5,641,920,000"
15-May-20,"2,829.95","2,865.01","2,816.78","2,863.70","2,863.70","5,477,040,000"
18-May-20,"2,913.86","2,968.09","2,913.86","2,953.91","2,953.91","6,364,290,000"
19-May-20,"2,948.59","2,964.21","2,922.35","2,922.94","2,922.94","4,969,330,000"
20-May-20,"2,953.63","2,980.29","2,953.63","2,971.61","2,971.61","4,992,970,000"
21-May-20,"2,969.95","2,978.50","2,938.57","2,948.51","2,948.51","4,966,940,000"
22-May-20,"2,948.05","2,956.76","2,933.59","2,955.45","2,955.45","3,952,800,000"
26-May-20,"3,004.08","3,021.72","2,988.17","2,991.77","2,991.77","5,837,060,000"
